CRIME_TYPE,HUNDRED_BLOCK,ROAD_NAME,MONTH,YEAR,Latitude,Longitude
Fatal/Injury Collision,,176TH ST / 62ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 60TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,98TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 84TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,124TH ST / 94A AVE   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 128TH ST  ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 56TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 96TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,104A AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / 56TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,UNIVERSITY DR / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 96TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / 56TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 78TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,57TH AVE / 177B ST   ,4,2014,0,0
Fatal/Injury Collision,,156A ST / 33A AVE   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 97TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 72ND AVE  ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 68TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,90TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,102ND AVE / 177TH ST   ,4,2014,0,0
Fatal/Injury Collision,,20TH AVE / 154TH ST   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 104TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,104TH AVE / 150TH ST   ,4,2014,0,0
Fatal/Injury Collision,,58TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,115TH AVE / 131ST ST   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 108TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 194TH ST   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 80TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,168TH ST / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,82ND AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,177B ST / 57TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 128TH ST   ,4,2014,0,0
Fatal/Injury Collision,,120TH ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,150TH ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,64TH AVE / 144TH ST   ,4,2014,0,0
Fatal/Injury Collision,,92ND AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 74TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,108TH AVE / 132ND ST   ,4,2014,0,0
Fatal/Injury Collision,,76TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,120TH ST / 68TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,138TH ST / 68TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,144TH ST / 66TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,102ND AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,160TH ST / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 184TH ST   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,60TH AVE / 184TH ST   ,4,2014,0,0
Fatal/Injury Collision,,148TH ST / 64TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,154A ST / 84TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,68TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / BOLIVAR CRES  ,4,2014,0,0
Fatal/Injury Collision,,64TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / 40TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,184TH ST / 60TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,192ND ST / 36TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,20TH AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,76TH AVE / 128TH ST   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 134A ST   ,4,2014,0,0
Fatal/Injury Collision,,24TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,100TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 64TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 100TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,168TH ST / 80TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,78TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,108TH AVE / 144TH ST   ,4,2014,0,0
Fatal/Injury Collision,,168TH ST / 40TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,192ND ST / 32ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 108TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,123RD ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,80TH AVE / 176TH ST   ,4,2014,0,0
Fatal/Injury Collision,,168TH ST / 57A AVE   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 176TH ST   ,4,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,101ST AVE / 150TH ST   ,4,2014,0,0
Fatal/Injury Collision,,153RD ST / 104TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 160TH ST   ,4,2014,0,0
Fatal/Injury Collision,,104TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,140B ST / 104TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,130A ST / 60TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,32ND AVE / 168TH ST   ,4,2014,0,0
Fatal/Injury Collision,,108TH AVE / CITY PKWY   ,4,2014,0,0
Fatal/Injury Collision,,121A ST / 75TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,56TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 80TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,SCOTT RD / 104TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,87TH AVE / 130TH ST   ,4,2014,0,0
Fatal/Injury Collision,,123A ST / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,86TH AVE / 128TH ST   ,4,2014,0,0
Fatal/Injury Collision,,124TH ST / 80A AVE   ,4,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 80TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / COLEBROOK RD  ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 86TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 140TH ST   ,4,2014,0,0
Fatal/Injury Collision,,108TH AVE / 160TH ST   ,4,2014,0,0
Fatal/Injury Collision,,72A AVE / 138TH ST   ,4,2014,0,0
Fatal/Injury Collision,,144TH ST / 24TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,16TH AVE / 168TH ST   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / OLD YALE RD  ,4,2014,0,0
Fatal/Injury Collision,,72ND AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,161ST ST / 93A AVE   ,4,2014,0,0
Fatal/Injury Collision,,137TH ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,80TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,160TH ST / 103RD AVE   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 120TH ST   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,140TH ST / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 20TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,100TH AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,168TH ST / 56TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,142ND ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 76TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,32ND AVE / 168TH ST   ,4,2014,0,0
Fatal/Injury Collision,,100TH AVE / WHALLEY BLVD   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 140TH ST   ,4,2014,0,0
Fatal/Injury Collision,,LAUDER DR / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,56TH AVE / 188TH ST   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,64TH AVE / 132ND ST   ,4,2014,0,0
Fatal/Injury Collision,,188TH ST / 56TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,158TH ST / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 124TH ST   ,4,2014,0,0
Fatal/Injury Collision,,125TH ST / 60TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,16TH AVE / MARTIN DR   ,4,2014,0,0
Fatal/Injury Collision,,HALL RD / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,134TH ST / 83A AVE   ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,SCOTT RD / 100TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,88TH AVE / 132ND ST   ,4,2014,0,0
Fatal/Injury Collision,,176TH ST / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,102ND AVE / 128TH ST   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 20TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,76TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,144TH ST / 24TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,72ND AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,144TH ST / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,84TH AVE / 192ND ST   ,4,2014,0,0
Fatal/Injury Collision,,GOLDEN EARS WAY / 96TH AVE  ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 88TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,102A AVE / 152A ST   ,4,2014,0,0
Fatal/Injury Collision,,72ND AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,104TH AVE / 148TH ST   ,4,2014,0,0
Fatal/Injury Collision,,0TH AVE / 175A ST   ,4,2014,0,0
Fatal/Injury Collision,,128TH ST / 96TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,GOLDEN EARS WAY / 176TH ST  ,4,2014,0,0
Fatal/Injury Collision,,122ND ST / 71ST AVE   ,4,2014,0,0
Fatal/Injury Collision,,140TH ST / 90TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,96TH AVE / 128TH ST   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 24TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,61A AVE / 145TH ST   ,4,2014,0,0
Fatal/Injury Collision,,32ND AVE / 152ND ST   ,4,2014,0,0
Fatal/Injury Collision,,80TH AVE / 168TH ST   ,4,2014,0,0
Fatal/Injury Collision,,16TH AVE / 176TH ST   ,4,2014,0,0
Fatal/Injury Collision,,144TH ST / 72ND AVE   ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 68TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,103A AVE / SCOTT RD   ,4,2014,0,0
Fatal/Injury Collision,,98TH AVE / 151ST ST   ,4,2014,0,0
Fatal/Injury Collision,,72ND AVE / 122ND ST   ,4,2014,0,0
Fatal/Injury Collision,,64TH AVE / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,148TH ST / FRASER HWY   ,4,2014,0,0
Fatal/Injury Collision,,72ND AVE / 140TH ST   ,4,2014,0,0
Fatal/Injury Collision,,102ND AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,152ND ST / 84TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 78TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,132ND ST / 78TH AVE   ,4,2014,0,0
Fatal/Injury Collision,,110TH AVE / 125TH ST   ,4,2014,0,0
Fatal/Injury Collision,,64TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,,24TH AVE / KING GEORGE BLVD  ,4,2014,0,0
Fatal/Injury Collision,9800,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,7400,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,6100,168TH ST     ,5,2014,0,0
Fatal/Injury Collision,14800,80B AVE     ,5,2014,0,0
Fatal/Injury Collision,8600,160TH ST     ,5,2014,0,0
Fatal/Injury Collision,8400,151A ST     ,5,2014,0,0
Fatal/Injury Collision,10900,132A ST     ,5,2014,0,0
Fatal/Injury Collision,17800,55TH AVE     ,5,2014,0,0
Fatal/Injury Collision,8100,HARVIE RD     ,5,2014,0,0
Fatal/Injury Collision,2500,150TH ST     ,5,2014,0,0
Fatal/Injury Collision,12200,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,6300,142ND ST     ,5,2014,0,0
Fatal/Injury Collision,13900,77TH AVE     ,5,2014,0,0
Fatal/Injury Collision,9400,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,12200,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,7800,147A ST     ,5,2014,0,0
Fatal/Injury Collision,13400,68TH AVE     ,5,2014,0,0
Fatal/Injury Collision,10100,143A ST     ,5,2014,0,0
Fatal/Injury Collision,12200,80TH AVE     ,5,2014,0,0
Fatal/Injury Collision,5600,180TH ST     ,5,2014,0,0
Fatal/Injury Collision,5600,180TH ST     ,5,2014,0,0
Fatal/Injury Collision,6500,132ND ST     ,5,2014,0,0
Fatal/Injury Collision,13700,96TH AVE     ,5,2014,0,0
Fatal/Injury Collision,10600,142ND ST     ,5,2014,0,0
Fatal/Injury Collision,100,176TH ST     ,5,2014,0,0
Fatal/Injury Collision,10100,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,10500,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,13500,80TH AVE     ,5,2014,0,0
Fatal/Injury Collision,3200,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,14300,57TH AVE     ,5,2014,0,0
Fatal/Injury Collision,7700,132ND ST     ,5,2014,0,0
Fatal/Injury Collision,2800,156TH ST     ,5,2014,0,0
Fatal/Injury Collision,2200,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,9100,139TH ST     ,5,2014,0,0
Fatal/Injury Collision,15300,24TH AVE     ,5,2014,0,0
Fatal/Injury Collision,15300,24TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13100,CRESCENT RD     ,5,2014,0,0
Fatal/Injury Collision,15200,66TH AVE     ,5,2014,0,0
Fatal/Injury Collision,15200,66TH AVE     ,5,2014,0,0
Fatal/Injury Collision,16300,84TH AVE     ,5,2014,0,0
Fatal/Injury Collision,10000,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,15300,24TH AVE     ,5,2014,0,0
Fatal/Injury Collision,4300,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,15100,19TH AVE     ,5,2014,0,0
Fatal/Injury Collision,7500,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,17200,61A AVE     ,5,2014,0,0
Fatal/Injury Collision,14300,57TH AVE     ,5,2014,0,0
Fatal/Injury Collision,14300,57TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12700,82ND AVE     ,5,2014,0,0
Fatal/Injury Collision,12800,76TH AVE     ,5,2014,0,0
Fatal/Injury Collision,10200,133A ST     ,5,2014,0,0
Fatal/Injury Collision,10400,138TH ST     ,5,2014,0,0
Fatal/Injury Collision,13300,76TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13700,72A AVE     ,5,2014,0,0
Fatal/Injury Collision,12400,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,11100,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,1700,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,13800,104TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13800,104TH AVE     ,5,2014,0,0
Fatal/Injury Collision,19300,LANGLEY BPS     ,5,2014,0,0
Fatal/Injury Collision,7100,138TH ST     ,5,2014,0,0
Fatal/Injury Collision,12000,80TH AVE     ,5,2014,0,0
Fatal/Injury Collision,1700,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,10000,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,1800,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,1800,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,19100,96TH AVE     ,5,2014,0,0
Fatal/Injury Collision,11000,130A ST     ,5,2014,0,0
Fatal/Injury Collision,10300,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,15200,91ST AVE     ,5,2014,0,0
Fatal/Injury Collision,15200,91ST AVE     ,5,2014,0,0
Fatal/Injury Collision,1700,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,10100,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,14600,96TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13000,104TH AVE     ,5,2014,0,0
Fatal/Injury Collision,9500,132ND ST     ,5,2014,0,0
Fatal/Injury Collision,17700,60TH AVE     ,5,2014,0,0
Fatal/Injury Collision,8700,140TH ST     ,5,2014,0,0
Fatal/Injury Collision,14500,116A AVE     ,5,2014,0,0
Fatal/Injury Collision,14900,72ND AVE     ,5,2014,0,0
Fatal/Injury Collision,6000,172ND ST     ,5,2014,0,0
Fatal/Injury Collision,12100,96TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12300,65TH AVE     ,5,2014,0,0
Fatal/Injury Collision,7300,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,15500,FRASER HWY     ,5,2014,0,0
Fatal/Injury Collision,18900,55TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13500,92ND AVE     ,5,2014,0,0
Fatal/Injury Collision,7500,120TH ST     ,5,2014,0,0
Fatal/Injury Collision,7700,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,19200,94TH AVE     ,5,2014,0,0
Fatal/Injury Collision,5900,176A ST     ,5,2014,0,0
Fatal/Injury Collision,11800,PATTULLO BRDG     ,5,2014,0,0
Fatal/Injury Collision,12500,OLD YALE RD    ,5,2014,0,0
Fatal/Injury Collision,15700,32ND AVE     ,5,2014,0,0
Fatal/Injury Collision,14500,72ND AVE     ,5,2014,0,0
Fatal/Injury Collision,14800,69TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13700,64TH AVE     ,5,2014,0,0
Fatal/Injury Collision,9000,152ND ST     ,5,2014,0,0
Fatal/Injury Collision,14300,104TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12400,88TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12000,80TH AVE     ,5,2014,0,0
Fatal/Injury Collision,13400,72ND AVE     ,5,2014,0,0
Fatal/Injury Collision,10100,128TH ST     ,5,2014,0,0
Fatal/Injury Collision,9100,146TH ST     ,5,2014,0,0
Fatal/Injury Collision,14100,90TH AVE     ,5,2014,0,0
Fatal/Injury Collision,7700,168TH ST     ,5,2014,0,0
Fatal/Injury Collision,14900,92A AVE     ,5,2014,0,0
Fatal/Injury Collision,12700,56TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12700,67TH AVE     ,5,2014,0,0
Fatal/Injury Collision,18400,66TH AVE     ,5,2014,0,0
Fatal/Injury Collision,9400,156TH ST     ,5,2014,0,0
Fatal/Injury Collision,9000,141B ST     ,5,2014,0,0
Fatal/Injury Collision,10100,SCOTT RD     ,5,2014,0,0
Fatal/Injury Collision,14500,84TH AVE     ,5,2014,0,0
Fatal/Injury Collision,8800,128TH ST     ,5,2014,0,0
Fatal/Injury Collision,3600,184TH ST     ,5,2014,0,0
Fatal/Injury Collision,12900,60TH AVE     ,5,2014,0,0
Fatal/Injury Collision,14100,90TH AVE     ,5,2014,0,0
Fatal/Injury Collision,12400,88TH AVE     ,5,2014,0,0
Fatal/Injury Collision,7300,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,5700,176A ST     ,5,2014,0,0
Fatal/Injury Collision,8200,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,14700,104TH AVE     ,5,2014,0,0
Fatal/Injury Collision,15800,99A AVE     ,5,2014,0,0
Fatal/Injury Collision,13300,87A AVE     ,5,2014,0,0
Fatal/Injury Collision,13300,87A AVE     ,5,2014,0,0
Fatal/Injury Collision,18700,FRASER HWY     ,5,2014,0,0
Fatal/Injury Collision,9600,KING GEORGE BLVD    ,5,2014,0,0
Fatal/Injury Collision,19500,56TH AVE     ,5,2014,0,0
Fatal/Injury Collision,9700,137A ST     ,5,2014,0,0
Fatal/Injury Collision,,120TH ST / 88TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,144TH ST / 72ND AVE   ,5,2014,0,0
Fatal/Injury Collision,,97TH AVE / 116TH ST   ,5,2014,0,0
Fatal/Injury Collision,,108TH AVE / KING GEORGE BLVD  ,5,2014,0,0
Fatal/Injury Collision,,95A AVE / 124A ST   ,5,2014,0,0
Fatal/Injury Collision,,150TH ST / 104TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,132ND ST / CRESCENT RD   ,5,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / TRITES RD  ,5,2014,0,0
Fatal/Injury Collision,,107TH AVE / 132ND ST   ,5,2014,0,0
Fatal/Injury Collision,,107TH AVE / 132ND ST   ,5,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 128TH ST  ,5,2014,0,0
Fatal/Injury Collision,,134B ST / 88TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,164TH ST / 102ND AVE   ,5,2014,0,0
Fatal/Injury Collision,,88TH AVE / 160TH ST   ,5,2014,0,0
Fatal/Injury Collision,,156TH ST / 88TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,FRASER HWY / WHALLEY BLVD   ,5,2014,0,0
Fatal/Injury Collision,,162ND ST / FRASER HWY   ,5,2014,0,0
Fatal/Injury Collision,,104TH AVE / OLD YALE RD  ,5,2014,0,0
Fatal/Injury Collision,,192ND ST / 56TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,74TH AVE / 138TH ST   ,5,2014,0,0
Fatal/Injury Collision,,140TH ST / FRASER HWY   ,5,2014,0,0
Fatal/Injury Collision,,OLD YALE RD / 128TH ST  ,5,2014,0,0
Fatal/Injury Collision,,192ND ST / 56TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,166TH ST / FRASER HWY   ,5,2014,0,0
Fatal/Injury Collision,,176TH ST / 56TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,72ND AVE / 128TH ST   ,5,2014,0,0
Fatal/Injury Collision,,108TH AVE / 139A ST   ,5,2014,0,0
Fatal/Injury Collision,,64TH AVE / FRASER HWY   ,5,2014,0,0
Fatal/Injury Collision,,176TH ST / 64TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,74TH AVE / 140TH ST   ,5,2014,0,0
Fatal/Injury Collision,,176TH ST / 48TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,192ND ST / 16TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,140TH ST / 108TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,152ND ST / 24TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,156TH ST / 98TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,56TH AVE / 192ND ST   ,5,2014,0,0
Fatal/Injury Collision,,128TH ST / 80TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 88TH AVE  ,5,2014,0,0
Fatal/Injury Collision,,144TH ST / 64TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,132ND ST / KING GEORGE BLVD  ,5,2014,0,0
Fatal/Injury Collision,,140TH ST / 84TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,KING GEORGE BLVD / 68TH AVE  ,5,2014,0,0
Fatal/Injury Collision,,128TH ST / 72ND AVE   ,5,2014,0,0
Fatal/Injury Collision,,153RD ST / 104TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,159TH ST / FRASER HWY   ,5,2014,0,0
Fatal/Injury Collision,,56TH AVE / 184TH ST   ,5,2014,0,0
Fatal/Injury Collision,,96TH AVE / 140TH ST   ,5,2014,0,0
Fatal/Injury Collision,,96TH AVE / 140TH ST   ,5,2014,0,0
Fatal/Injury Collision,,140TH ST / 84TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,56TH AVE / KING GEORGE BLVD  ,5,2014,0,0
Fatal/Injury Collision,,132ND ST / 88TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 152ND ST   ,5,2014,0,0
Fatal/Injury Collision,,142A ST / CRESCENT RD   ,5,2014,0,0
Fatal/Injury Collision,,80TH AVE / 120TH ST   ,5,2014,0,0
Fatal/Injury Collision,,HWY 99 / KING GEORGE BLVD OFRP ,5,2014,0,0
Fatal/Injury Collision,,122ND ST / 72ND AVE   ,5,2014,0,0
Fatal/Injury Collision,,80TH AVE / KING GEORGE BLVD  ,5,2014,0,0
Fatal/Injury Collision,,135TH ST / 76TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,72ND AVE / 138TH ST   ,5,2014,0,0
Fatal/Injury Collision,,191ST ST / 72ND AVE   ,5,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 64TH AVE   ,5,2014,0,0
Fatal/Injury Collision,,24TH AVE / CROYDON DR   ,5,2014,0,0
Fatal/Injury Collision,,88TH AVE / 128TH ST   ,5,2014,0,0
Fatal/Injury Collision,,FRASER HWY / WHALLEY BLVD   ,5,2014,0,0
Fatal/Injury Collision,,72ND AVE / 128TH ST   ,5,2014,0,0
Fatal/Injury Collision,,FRASER HWY / 88TH AVE   ,5,2014,0,0
